ticket_id,issue_type,issue_description,case_owner,case_owner_description,street_address,city,state_province,zip_postal_code,neighborhood_district_ward_etc,created_year_month,ticket_created_date_time,ticket_last_updated_date_time,ticket_closed_date_time,ticket_status,x_coordinate,y_coordinate,latitude,longitude,location_geo_coded,method_received,goal_days,actual_completed_days,days_open
18-10208758,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,100 SE 1ST AVE,City_of_Florida_City,Florida,33034,District 9,20185,2018-05-26,2018-05-26,NA,OPEN,828779.259,404756.496,25.446204,-80.476896,"100 SE 1ST AVE
MIAMI, Florida 33034
(25.446204, -80.476896)",PHONE,3,NA,22
18-10208786,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,370 NW 124TH ST,City_of_North_Miami,Florida,33168,District 2,20185,2018-05-26,2018-05-28,NA,OPEN,917889.247,565903.624,25.888346,-80.203926,"370 NW 124TH ST
MIAMI, Florida 33168
(25.888346, -80.203926)",PHONE,3,NA,22
18-10198103,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,SW 260TH ST & SW 152ND CT,Miami_Dade_County,Florida,33032,District 8,20185,2018-05-19,2018-05-19,NA,OPEN,841326.998,433505.94,25.525166,-80.438504,"SW 260TH ST &amp; SW 152ND CT
MIAMI, Florida 33032
(25.525166, -80.438504)",PHONE,3,NA,29
18-10198108,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,NW 82ND TER & NW 4TH AVE,Miami_Dade_County,Florida,33150,District 2,20185,2018-05-19,2018-05-19,NA,OPEN,918093.247,552031.56,25.850179,-80.203562,"NW 82ND TER &amp; NW 4TH AVE
MIAMI, Florida 33150
(25.850179, -80.203562)",PHONE,3,NA,29
18-10198174,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,NW 73RD TER & NW 107TH PL,City_of_Doral,Florida,33178,District 12,20185,2018-05-19,2018-05-19,NA,OPEN,862690.248,548054.435,25.840063,-80.372074,"NW 73RD TER &amp; NW 107TH PL
MIAMI, Florida 33178
(25.840063, -80.372074)",PHONE,3,NA,29
18-10202697,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,SW 96TH CT & SW 74TH ST,Miami_Dade_County,Florida,33173,District 10,20185,2018-05-22,2018-06-04,NA,OPEN,870409.561,496903.718,25.69923,-80.349372,"SW 96TH CT &amp; SW 74TH ST
MIAMI, Florida 33173
(25.69923, -80.349372)",PHONE,3,NA,26
18-10204437,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,NW 64TH ST & NW 24TH AVE,Miami_Dade_County,Florida,33147,District 3,20185,2018-05-23,2018-05-23,NA,OPEN,907079.31,545787.747,25.833181,-80.237159,"NW 64TH ST &amp; NW 24TH AVE
MIAMI, Florida 33147
(25.833181, -80.237159)",PHONE,3,NA,25
18-10207219,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,13190 SW 8TH ST,Miami_Dade_County,Florida,33184,District 11,20185,2018-05-25,2018-06-04,NA,OPEN,850626.777,519078.065,25.760494,-80.409146,"13190 SW 8TH ST
MIAMI, Florida 33184
(25.760494, -80.409146)",PHONE,3,NA,23
18-10208852,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,14041 NW 17TH AVE,Miami_Dade_County,Florida,33167,District 2,20185,2018-05-27,2018-06-04,NA,OPEN,910375.686,571262.435,25.903213,-80.226682,"14041 NW 17TH AVE
MIAMI, Florida 33167
(25.903213, -80.226682)",WEB,3,NA,21
18-10209129,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,SW 147TH AVE & SW 200TH ST,Miami_Dade_County,Florida,33187,District 8,20185,2018-05-29,2018-05-29,NA,OPEN,844201.497,453647.816,25.58055,-80.429525,"SW 147TH AVE &amp; SW 200TH ST
MIAMI, Florida 33187
(25.58055, -80.429525)",PHONE,3,NA,19
18-10209398,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,NW 82ND AVE & NW 176TH ST,Miami_Dade_County,Florida,33015,District 13,20185,2018-05-29,2018-05-29,NA,OPEN,874856.06,581931.499,25.933102,-80.334564,"NW 82ND AVE &amp; NW 176TH ST
MIAMI, Florida 33015
(25.933102, -80.334564)",PHONE,3,NA,19
18-10210516,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,NW 58TH ST & NW 107TH AVE,City_of_Doral,Florida,33178,District 12,20185,2018-05-29,2018-05-30,NA,OPEN,863421.939,543033.52,25.826239,-80.369922,"NW 58TH ST &amp; NW 107TH AVE
MIAMI, Florida 33178
(25.826239, -80.369922)",PHONE,3,NA,19
18-10211637,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,NW 12TH ST & NW 1ST AVE,City_of_Homestead,Florida,33030,District 8,20185,2018-05-29,2018-05-29,NA,OPEN,827864.434,417648.284,25.481685,-80.479516,"NW 12TH ST &amp; NW 1ST AVE
HOMESTEAD, Florida 33030
(25.481685, -80.479516)",PHONE,3,NA,19
18-10212506,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,NW 1ST AVE & NW 17TH ST,City_of_Homestead,Florida,33030,District 8,20185,2018-05-30,2018-05-30,NA,OPEN,827842.687,419317.188,25.486277,-80.479562,"NW 1ST AVE &amp; NW 17TH ST
HOMESTEAD, Florida 33030
(25.486277, -80.479562)",PHONE,3,NA,18
18-10217595,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,AVOCADO DR & SW 296TH ST,Miami_Dade_County,Florida,33030,District 9,20186,2018-06-01,2018-06-01,NA,OPEN,800450.002,421022.314,25.49124,-80.562584,"AVOCADO DR &amp; SW 296TH ST
MIAMI, Florida 33030
(25.49124, -80.562584)",PHONE,3,NA,16
18-10218230,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,NE 154TH ST & NE 14TH AVE,City_of_North_Miami_Beach,Florida,33162,District 2,20186,2018-06-01,2018-06-01,NA,OPEN,928439.311,576471.497,25.91724,-80.171636,"NE 154TH ST &amp; NE 14TH AVE
MIAMI, Florida 33162
(25.91724, -80.171636)",PHONE,3,NA,16
18-10218281,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,NW 48TH ST & NW 3RD AVE,City_of_Miami,Florida,33127,District 3,20186,2018-06-01,2018-06-01,NA,OPEN,918735.748,540898.06,25.819538,-80.201814,"NW 48TH ST &amp; NW 3RD AVE
MIAMI, Florida 33127
(25.819538, -80.201814)",PHONE,3,NA,16
18-10218352,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,3855 NW 170TH ST,City_of_Miami_Gardens,Florida,33055,District 1,20186,2018-06-01,2018-06-04,NA,OPEN,898013.372,580502.498,25.92883,-80.264129,"3855 NW 170TH ST
MIAMI, Florida 33055
(25.92883, -80.264129)",PHONE,3,NA,16
18-10218764,ANIMAL BITE TO A PERSON,NA,Animal_Services,Animal Services,24840 SW 177TH AVE,Miami_Dade_County,Florida,33031,District 8,20186,2018-06-01,2018-06-04,NA,OPEN,828011.601,437133.86,25.535297,-80.478839,"24840 SW 177TH AVE
MIAMI, Florida 33031
(25.535297, -80.478839)",PHONE,14,NA,16
18-10218934,STRAY DOG PICK UP - MD,NA,Animal_Services,Animal Services,3960 SW 109TH AVE,Miami_Dade_County,Florida,33165,District 10,20186,2018-06-01,2018-06-04,NA,OPEN,862969.945,509029.512,25.732691,-80.371789,"3960 SW 109TH AVE
MIAMI, Florida 33165
(25.732691, -80.371789)",PHONE,2,NA,16
18-10219051,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,NW 36TH ST & NW 37TH AVE,City_of_Miami,Florida,33142,District 2,20186,2018-06-01,2018-06-01,NA,OPEN,900769.872,536815.062,25.808595,-80.256495,"NW 36TH ST &amp; NW 37TH AVE
MIAMI, Florida 33142
(25.808595, -80.256495)",PHONE,3,NA,16
18-10219434,ANIMAL CRUELTY INVESTIGATION,NA,Animal_Services,Animal Services,3055 N MIAMI AVE,City_of_Miami,Florida,33137,District 3,20186,2018-06-02,2018-06-04,NA,OPEN,921235.898,535675.548,25.805128,-80.194311,"3055 N MIAMI AVE
MIAMI, Florida 33137
(25.805128, -80.194311)",PHONE,14,NA,15
18-10219716,DEAD ANIMAL PICKUP MD,NA,Animal_Services,Animal Services,15255 SW 96TH ST,Miami_Dade_County,Florida,33196,District 11,20186,2018-06-03,2018-06-04,NA,OPEN,839671.613,488977.963,25.67781,-80.442817,"15255 SW 96TH ST
MIAMI, Florida 33196
(25.67781, -80.442817)",IPHONE,4,NA,14
18-10219879,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,NW 101ST ST & NW 8TH AVE,Miami_Dade_County,Florida,33150,District 2,20186,2018-06-04,2018-06-04,NA,OPEN,915325.372,558228.748,25.867274,-80.211864,"NW 101ST ST &amp; NW 8TH AVE
MIAMI, Florida 33150
(25.867274, -80.211864)",PHONE,3,NA,13
18-10219894,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,1303 SW 131ST AVE,Miami_Dade_County,Florida,33184,District 11,20186,2018-06-04,2018-06-04,NA,OPEN,851366.319,517220.583,25.755375,-80.406924,"1303 SW 131ST AVE
MIAMI, Florida 33184
(25.755375, -80.406924)",PHONE,3,NA,13
18-10219952,LOST PET,NA,Animal_Services,Animal Services,12051 SW 119TH ST,Miami_Dade_County,Florida,33186,District 8,20186,2018-06-04,2018-06-04,NA,OPEN,856697.564,481975.997,25.658338,-80.391221,"12051 SW 119TH ST
MIAMI, Florida 33186
(25.658338, -80.391221)",PHONE,3,NA,13
18-10219961,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,19430 NW 4TH AVE,City_of_Miami_Gardens,Florida,33169,District 1,20186,2018-06-04,2018-06-04,NA,OPEN,915920.872,589389.247,25.952991,-80.209482,"19430 NW 4TH AVE
MIAMI, Florida 33169
(25.952991, -80.209482)",PHONE,3,NA,13
18-10219977,DEAD ANIMAL PICKUP MD,NA,Animal_Services,Animal Services,NW 6TH ST & NW 132ND PL,Miami_Dade_County,Florida,33182,District 12,20186,2018-06-04,2018-06-04,NA,OPEN,850190.437,523525.344,25.772735,-80.410411,"NW 6TH ST &amp; NW 132ND PL
MIAMI, Florida 33182
(25.772735, -80.410411)",PHONE,4,NA,13
18-10219987,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,258 NE 57TH ST,City_of_Miami,Florida,33137,District 3,20186,2018-06-04,2018-06-04,NA,OPEN,922380.937,543897.312,25.827728,-80.190677,"258 NE 57TH ST
MIAMI, Florida 33137
(25.827728, -80.190677)",PHONE,3,NA,13
18-10220121,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,9571 NW 13TH AVE,Miami_Dade_County,Florida,33147,District 2,20186,2018-06-04,2018-06-04,NA,OPEN,912798.873,556483.186,25.862513,-80.219578,"9571 NW 13TH AVE
MIAMI, Florida 33147
(25.862513, -80.219578)",PHONE,3,NA,13
18-10219723,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,SW 270TH ST & SW 142ND AVE,Miami_Dade_County,Florida,33032,District 9,20186,2018-06-03,2018-06-04,NA,OPEN,847226.874,430246.907,25.516129,-80.420657,"SW 270TH ST &amp; SW 142ND AVE
MIAMI, Florida 33032
(25.516129, -80.420657)",WEB,3,NA,14
18-10219737,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,18815 NW 62ND AVE,Miami_Dade_County,Florida,33015,District 1,20186,2018-06-03,2018-06-04,NA,OPEN,886486.435,586056.185,25.944283,-80.299109,"18815 NW 62ND AVE
MIAMI, Florida 33015
(25.944283, -80.299109)",WEB,3,NA,14
18-10219740,DEAD ANIMAL PICKUP MD,NA,Animal_Services,Animal Services,SW 192ND ST & SW 187TH AVE,Miami_Dade_County,Florida,33187,District 9,20186,2018-06-03,2018-06-04,NA,OPEN,822751.247,455874.813,25.586917,-80.494575,"SW 192ND ST &amp; SW 187TH AVE
MIAMI, Florida 33187
(25.586917, -80.494575)",INHOUSE,4,NA,14
18-10219795,DEAD ANIMAL PICKUP MD,NA,Animal_Services,Animal Services,12320 SW 216TH ST,Miami_Dade_County,Florida,33170,District 9,20186,2018-06-03,2018-06-04,NA,OPEN,856870.366,448357.29,25.565839,-80.391165,"12320 SW 216TH ST
MIAMI, Florida 33170
(25.565839, -80.391165)",INHOUSE,4,NA,14
18-10220223,ANIMAL SERVICES DOG TAG CHECK,NA,Animal_Services,Animal Services,15840 SW 97TH AVE,Miami_Dade_County,Florida,33157,District 9,20186,2018-06-04,2018-06-04,NA,OPEN,870730.56,468650.969,25.621493,-80.34882,"15840 SW 97TH AVE
MIAMI, Florida 33157
(25.621493, -80.34882)",PHONE,0,NA,13
18-10220263,DEAD ANIMAL PICKUP MD,NA,Animal_Services,Animal Services,NW 22ND AVE & NW 68TH ST,Miami_Dade_County,Florida,33147,District 3,20186,2018-06-04,2018-06-04,NA,OPEN,908382.185,546681.559,25.835619,-80.233183,"NW 22ND AVE &amp; NW 68TH ST
MIAMI, Florida 33147
(25.835619, -80.233183)",PHONE,4,NA,13
18-10220269,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,2129 SW 3RD ST,City_of_Miami,Florida,33135,District 5,20186,2018-06-04,2018-06-04,NA,OPEN,909652.186,522787.125,25.76986,-80.229747,"2129 SW 3RD ST
MIAMI, Florida 33135
(25.76986, -80.229747)",PHONE,3,NA,13
18-10220383,STRAY DOG PICK UP - MD,NA,Animal_Services,Animal Services,18210 SW 192ND ST,Miami_Dade_County,Florida,33187,District 9,20186,2018-06-04,2018-06-04,NA,OPEN,825256.289,455878.777,25.586901,-80.486975,"18210 SW 192ND ST
MIAMI, Florida 33187
(25.586901, -80.486975)",PHONE,2,NA,13
18-10220418,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,74 NE 69TH ST,City_of_Miami,Florida,33138,District 3,20186,2018-06-04,2018-06-04,NA,OPEN,920938.311,547729.937,25.838297,-80.194991,"74 NE 69TH ST
MIAMI, Florida 33138
(25.838297, -80.194991)",PHONE,3,NA,13
18-10220431,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,2405 NW 87TH AVE,City_of_Doral,Florida,33172,District 12,20186,2018-06-04,2018-06-04,NA,OPEN,874492.636,532163.875,25.796184,-80.336435,"2405 NW 87TH AVE
MIAMI, Florida 33172
(25.796184, -80.336435)",PHONE,3,NA,13
18-10220468,DEAD ANIMAL PICKUP MD,NA,Animal_Services,Animal Services,14675 SW 120TH ST,Miami_Dade_County,Florida,33186,District 11,20186,2018-06-04,2018-06-04,NA,OPEN,843629.974,481149.741,25.656225,-80.430901,"14675 SW 120TH ST
MIAMI, Florida 33186
(25.656225, -80.430901)",PHONE,4,NA,13
18-10220515,DEAD ANIMAL PICKUP MD,NA,Animal_Services,Animal Services,11151 SW 128TH PL,Miami_Dade_County,Florida,33186,District 8,20186,2018-06-04,2018-06-04,NA,OPEN,852655.433,484110.964,25.664263,-80.403462,"11151 SW 128TH PL
MIAMI, Florida 33186
(25.664263, -80.403462)",PHONE,4,NA,13
18-10220613,DEAD ANIMAL PICKUP MD,NA,Animal_Services,Animal Services,2265 NW 73RD ST,Miami_Dade_County,Florida,33147,District 2,20186,2018-06-04,2018-06-04,NA,OPEN,907917.119,548739.113,25.841287,-80.23456,"2265 NW 73RD ST
MIAMI, Florida 33147
(25.841287, -80.23456)",ANDROID,4,NA,13
18-10220636,DEAD ANIMAL PICKUP MD,NA,Animal_Services,Animal Services,18100 NW 87TH AVE,Miami_Dade_County,Florida,33018,District 13,20186,2018-06-04,2018-06-04,NA,OPEN,872365.327,583693.203,25.937983,-80.342115,"18100 NW 87TH AVE
MIAMI, Florida 33018
(25.937983, -80.342115)",PHONE,4,NA,13
18-10220692,LOST PET,NA,Animal_Services,Animal Services,15140 SW 297TH ST,Miami_Dade_County,Florida,33033,District 8,20186,2018-06-04,2018-06-04,NA,OPEN,842051.064,421160.222,25.491189,-80.436467,"15140 SW 297TH ST
MIAMI, Florida 33033
(25.491189, -80.436467)",PHONE,3,NA,13
18-10220693,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,12797 SW 280TH ST,Miami_Dade_County,Florida,33032,District 9,20186,2018-06-04,2018-06-04,NA,OPEN,854599.311,427029.202,25.507186,-80.398347,"12797 SW 280TH ST
MIAMI, Florida 33032
(25.507186, -80.398347)",PHONE,3,NA,13
18-10220697,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,3600 SW 10TH ST,City_of_Miami,Florida,33135,District 7,20186,2018-06-04,2018-06-04,NA,OPEN,901926.315,520013.223,25.762351,-80.253269,"3600 SW 10TH ST
MIAMI, Florida 33135
(25.762351, -80.253269)",PHONE,3,NA,13
18-10220704,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,15760 NW 27TH AVE,City_of_Miami_Gardens,Florida,33054,District 1,20186,2018-06-04,2018-06-04,NA,OPEN,904376.749,576238,25.916998,-80.244843,"15760 NW 27TH AVE
MIAMI, Florida 33054
(25.916998, -80.244843)",WEB,3,NA,13
18-10220768,DEAD ANIMAL PICKUP MD,NA,Animal_Services,Animal Services,NW 22ND CT & NW 73RD ST,Miami_Dade_County,Florida,33147,District 2,20186,2018-06-04,2018-06-04,NA,OPEN,907962.373,548664.31,25.841081,-80.234424,"NW 22ND CT &amp; NW 73RD ST
MIAMI, Florida 33147
(25.841081, -80.234424)",EMAIL,4,NA,13
18-10220875,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,31810 SW 230TH AVE,Miami_Dade_County,Florida,33030,District 9,20186,2018-06-04,2018-06-04,NA,OPEN,800397.698,413658.187,25.470978,-80.562816,"31810 SW 230TH AVE
MIAMI, Florida 33030
(25.470978, -80.562816)",PHONE,3,NA,13
18-10220971,DEAD ANIMAL PICKUP MD,NA,Animal_Services,Animal Services,NW 12TH ST & NW 72ND AVE,Miami_Dade_County,Florida,33126,District 6,20186,2018-06-04,2018-06-04,NA,OPEN,882382.686,527258.372,25.782577,-80.312533,"NW 12TH ST &amp; NW 72ND AVE
MIAMI, Florida 33126
(25.782577, -80.312533)",PHONE,4,NA,13
18-10221055,DEAD ANIMAL PICKUP MD,NA,Animal_Services,Animal Services,SW 112TH AVE & SW 45TH ST,Miami_Dade_County,Florida,33165,District 10,20186,2018-06-04,2018-06-04,NA,OPEN,861799.247,506277.469,25.725134,-80.375385,"SW 112TH AVE &amp; SW 45TH ST
MIAMI, Florida 33165
(25.725134, -80.375385)",PHONE,4,NA,13
18-10221093,DEAD ANIMAL PICKUP MD,NA,Animal_Services,Animal Services,NW 32ND ST & NW 6TH AVE,City_of_Miami,Florida,33127,District 3,20186,2018-06-04,2018-06-04,NA,OPEN,917593.748,536127.122,25.806431,-80.205372,"NW 32ND ST &amp; NW 6TH AVE
MIAMI, Florida 33127
(25.806431, -80.205372)",PHONE,4,NA,13
18-10221209,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,17211 NW 24TH PL,City_of_Miami_Gardens,Florida,33056,District 1,20186,2018-06-04,2018-06-04,NA,OPEN,905236.062,581482.247,25.931412,-80.242136,"17211 NW 24TH PL
MIAMI, Florida 33056
(25.931412, -80.242136)",PHONE,3,NA,13
18-10221259,DEAD ANIMAL PICKUP MD,NA,Animal_Services,Animal Services,SW 216TH ST & US 1,Miami_Dade_County,Florida,33170,District 9,20186,2018-06-04,2018-06-04,NA,OPEN,860023.112,448523.82,25.566257,-80.381599,"SW 216TH ST &amp; US 1
MIAMI, Florida 33170
(25.566257, -80.381599)",PHONE,4,NA,13
18-10221297,STRAY DOG PICK UP - MD,NA,Animal_Services,Animal Services,3551 SW 10TH ST,City_of_Miami,Florida,33135,District 7,20186,2018-06-04,2018-06-04,NA,OPEN,902139.579,520156.726,25.762743,-80.252619,"3551 SW 10TH ST
MIAMI, Florida 33135
(25.762743, -80.252619)",PHONE,2,NA,13
18-10221360,STRAY DOG PICK UP - MD,NA,Animal_Services,Animal Services,3551 SW 10TH ST,City_of_Miami,Florida,33135,District 7,20186,2018-06-04,2018-06-04,NA,OPEN,902139.579,520156.726,25.762743,-80.252619,"3551 SW 10TH ST
MIAMI, Florida 33135
(25.762743, -80.252619)",PHONE,2,NA,13
18-10221392,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,1906 SE 23RD CT,City_of_Homestead,Florida,33035,District 9,20186,2018-06-04,2018-06-04,NA,OPEN,837685.507,405549.003,25.448286,-80.449897000000007,"1906 SE 23RD CT
HOMESTEAD, Florida 33035
(25.448286, -80.449897)",PHONE,3,NA,13
18-10221429,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,6950 NW 4TH AVE,City_of_Miami,Florida,33150,District 3,20186,2018-06-04,2018-06-04,NA,OPEN,918114.499,547882.353,25.838763,-80.203573,"6950 NW 4TH AVE
MIAMI, Florida 33150
(25.838763, -80.203573)",PHONE,3,NA,13
18-10221446,LOST PET,NA,Animal_Services,Animal Services,635 E 29TH ST,City_of_Hialeah,Florida,33013,District 13,20186,2018-06-04,2018-06-04,NA,OPEN,896325.998,551472.562,25.848989,-80.269754,"635 E 29TH ST
MIAMI, Florida 33013
(25.848989, -80.269754)",PHONE,3,NA,13
18-10221483,DEAD ANIMAL PICKUP MD,NA,Animal_Services,Animal Services,7801 SW 147TH ST,City_of_Palmetto_Bay,Florida,33158,District 8,20186,2018-06-04,2018-06-04,NA,OPEN,880274.185,473273.78,25.63408,-80.319785,"7801 SW 147TH ST
MIAMI, Florida 33158
(25.63408, -80.319785)",PHONE,4,NA,13
18-10221579,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,10855 SW 154TH TER,Miami_Dade_County,Florida,33157,District 9,20186,2018-06-04,2018-06-04,NA,OPEN,863899.498,470068.904,25.625485,-80.36953,"10855 SW 154TH TER
MIAMI, Florida 33157
(25.625485, -80.36953)",PHONE,3,NA,13
18-10221627,STRAY DOG PICK UP - MD,NA,Animal_Services,Animal Services,115 NE 191ST ST,Miami_Dade_County,Florida,33179,District 1,20186,2018-06-04,2018-06-04,NA,OPEN,919266.811,588466.311,25.950396,-80.199317,"115 NE 191ST ST
MIAMI, Florida 33179
(25.950396, -80.199317)",PHONE,2,NA,13
18-10221698,ANIMAL SERVICES DOG TAG CHECK,NA,Animal_Services,Animal Services,3441 NW 194TH TER,City_of_Miami_Gardens,Florida,33056,District 1,20186,2018-06-04,2018-06-04,NA,OPEN,899645.686,588641.623,25.951196,-80.259022,"3441 NW 194TH TER
MIAMI, Florida 33056
(25.951196, -80.259022)",PHONE,0,NA,13
18-10221712,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,9828 NW 126TH TER,City_of_Hialeah_Gardens,Florida,33018,District 12,20186,2018-06-04,2018-06-04,NA,OPEN,866831.312,565490.811,25.88798,-80.359225,"9828 NW 126TH TER
MIAMI, Florida 33018
(25.88798, -80.359225)",PHONE,3,NA,13
18-10221865,ANIMAL SERVICES DOG TAG CHECK,NA,Animal_Services,Animal Services,3975 NW 185TH ST,City_of_Miami_Gardens,Florida,33055,District 1,20186,2018-06-04,2018-06-04,NA,OPEN,896867.312,585390.498,25.942295,-80.267532,"3975 NW 185TH ST
MIAMI, Florida 33055
(25.942295, -80.267532)",WALKIN,0,NA,13
18-10221920,DEAD ANIMAL PICKUP MD,NA,Animal_Services,Animal Services,8798 NW 15TH ST,City_of_Doral,Florida,33172,District 12,20186,2018-06-04,2018-06-04,NA,OPEN,873865.7,528897.217,25.787206,-80.33839,"8798 NW 15TH ST
MIAMI, Florida 33172
(25.787206, -80.33839)",PHONE,4,NA,13
18-10221979,ANIMAL SERVICES DOG TAG CHECK,NA,Animal_Services,Animal Services,3720 NW 201ST TER,City_of_Miami_Gardens,Florida,33055,District 1,20186,2018-06-04,2018-06-04,NA,OPEN,898465.064,590726.587,25.956951,-80.262579,"3720 NW 201ST TER
MIAMI, Florida 33055
(25.956951, -80.262579)",PHONE,0,NA,13
18-10221981,DEAD ANIMAL PICKUP MD,NA,Animal_Services,Animal Services,3080 NW 99TH ST,Miami_Dade_County,Florida,33147,District 2,20186,2018-06-04,2018-06-04,NA,OPEN,903317.935,557121.81,25.864422,-80.248397,"3080 NW 99TH ST
MIAMI, Florida 33147
(25.864422, -80.248397)",PHONE,4,NA,13
18-10222044,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,NW 202ND TER & NW 3RD AVE,City_of_Miami_Gardens,Florida,33169,District 1,20186,2018-06-04,2018-06-04,NA,OPEN,916415.497,592243.062,25.960834,-80.207924,"NW 202ND TER &amp; NW 3RD AVE
MIAMI, Florida 33169
(25.960834, -80.207924)",PHONE,3,NA,13
18-10222082,ANIMAL SERVICES DOG TAG CHECK,NA,Animal_Services,Animal Services,1090 NW 91ST ST,Miami_Dade_County,Florida,33150,District 2,20186,2018-06-04,2018-06-04,NA,OPEN,914236.997,554742.936,25.857702,-80.215237,"1090 NW 91ST ST
MIAMI, Florida 33150
(25.857702, -80.215237)",PHONE,0,NA,13
18-10222118,STRAY DOG PICK UP - MD,NA,Animal_Services,Animal Services,1700 NW 1ST CT,City_of_Miami,Florida,33136,District 3,20186,2018-06-04,2018-06-04,NA,OPEN,920130.062,530790.623,25.791707,-80.197763,"1700 NW 1ST CT
MIAMI, Florida 33136
(25.791707, -80.197763)",PHONE,2,NA,13
18-10222154,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,NW 63RD TER & NW 102ND AVE,City_of_Doral,Florida,33178,District 12,20186,2018-06-04,2018-06-04,NA,OPEN,865986.188,544790.013,25.831038,-80.362101,"NW 63RD TER &amp; NW 102ND AVE
MIAMI, Florida 33178
(25.831038, -80.362101)",PHONE,3,NA,13
18-10222228,DEAD ANIMAL PICKUP MD,NA,Animal_Services,Animal Services,SW 127TH AVE & SW 116TH ST,Miami_Dade_County,Florida,33186,District 8,20186,2018-06-04,2018-06-04,NA,OPEN,853888.545,482739.387,25.660474,-80.399738,"SW 127TH AVE &amp; SW 116TH ST
MIAMI, Florida 33186
(25.660474, -80.399738)",PHONE,4,NA,13
18-10222270,STRAY DOG PICK UP - MD,NA,Animal_Services,Animal Services,14600 NE 5TH CT,Miami_Dade_County,Florida,33161,District 2,20186,2018-06-04,2018-06-04,NA,OPEN,922702.687,573596.499,25.909429,-80.189142,"14600 NE 5TH CT
MIAMI, Florida 33161
(25.909429, -80.189142)",PHONE,2,NA,13
18-10208844,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,2503 NW 37TH ST,City_of_Miami,Florida,33142,District 2,20185,2018-05-27,2018-05-29,NA,OPEN,906528.686,537612.997,25.810699,-80.238977,"2503 NW 37TH ST
MIAMI, Florida 33142
(25.810699, -80.238977)",WEB,3,NA,21
18-10208848,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,26991 SW 134TH PL,Miami_Dade_County,Florida,33032,District 9,20185,2018-05-27,2018-05-29,NA,OPEN,850816.066,430377.657,25.516445,-80.409772,"26991 SW 134TH PL
MIAMI, Florida 33032
(25.516445, -80.409772)",WEB,3,NA,21
18-10208577,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,3671 NW 101ST ST,Miami_Dade_County,Florida,33147,District 2,20185,2018-05-26,2018-06-04,NA,OPEN,900062.185,557821.247,25.866398,-80.258285,"3671 NW 101ST ST
MIAMI, Florida 33147
(25.866398, -80.258285)",PHONE,3,NA,22
18-10208711,STRAY / DOG-AT-LARGE,NA,Animal_Services,Animal Services,2311 NW 86TH ST,Miami_Dade_County,Florida,33147,District 2,20185,2018-05-26,2018-05-27,NA,OPEN,907305.122,552835.186,25.852566,-80.236348,"2311 NW 86TH ST
MIAMI, Florida 33147
(25.852566, -80.236348)",PHONE,3,NA,22
